date,close,high,low,open,volume,tic,day,ret_1d,ret_5d,sma_ratio,vol_20d,vol_ratio,rsi_14,macd_hist,bb_width,obv_ret,adx,adx_di_diff,sma_200_dist,drawdown_60d,vol_regime,ret_20d
2012-09-19,115.36289978027344,115.7325024036444,115.13485296976876,115.43367168705358,128318300,SPY,2,-0.007758876677435936,0.5956234181888287,0.7962246239225627,-0.3339486714923236,0.3120432509440564,1.343401634548665,0.6003459238469339,0.20010028544181235,-0.012670395712776145,1.2078361765098922,1.7784669377939637,0.5734379460245603,0.5366715886099779,-0.3547303585692178,0.5591969073075546
2012-09-20,115.3707046508789,115.43360497657304,114.52140626241906,114.83595588808608,154009800,SPY,3,-0.053009685774212584,-0.10589648980837424,0.7230379912990743,-0.33326646439237656,0.9003005645103039,1.3463987227093586,0.4760549012099205,0.2571562225936373,-0.01133117020107762,1.2559416540741253,1.2958546269492228,0.557920613912528,0.5384608887435689,-0.3497054267469593,0.5500390834973479
2012-09-21,115.32252502441406,115.95499486087242,115.27509189776748,115.93127829754911,108737500,SPY,4,-0.098943293890791,-0.3292775719297702,0.6114385048449752,-0.39745074877622966,-0.18232262523174694,1.2961197186494409,0.33526039700425525,0.2510581281885088,-0.027607667096425363,1.342655958702924,1.5198020611612382,0.5326903413783985,0.5274155022884119,-0.5098249451568888,0.7513397465075847
2012-09-24,115.14861297607422,115.40950727554475,114.66635600978516,114.75332077627532,95682000,SPY,0,-0.20216163115888658,-0.24211586062820328,0.46832902569915225,-0.4010846723741225,-0.4920015854944373,1.107872913548912,0.16986739503323267,0.2489571815099974,-0.02697880965998557,1.314797248421436,1.0632499867446539,0.4859896184891694,0.48754541768899956,-0.5157503199701102,0.5567708826768227
2012-09-25,113.92321014404295,115.61506017769187,113.89158001442716,115.3936975238208,133165200,SPY,1,-1.0667498203409627,-0.6954937580185787,-0.05500248925389803,-0.305710475467335,0.3225224236860603,-0.026364755384141386,-0.1795992413634759,0.20152105748570728,-0.02951918651272077,1.1667744065328625,0.4758605941348729,0.25446210757602533,0.2066165513578221,-0.0358449977031841,0.2775689510512253
2012-09-26,113.2828369140625,113.93112193276798,113.01404110485528,113.89950386365696,146502200,SPY,2,-0.5914915758133479,-0.9769131089553922,-0.34182822336926194,-0.2804110342799508,0.5351972072363348,-0.500021408115835,-0.5319662319344187,0.13803278566145058,-0.030708599153476398,0.9105226936347197,-0.05708954388405745,0.12773746295979307,0.0598082359004149,0.01808711261623286,0.1595678386671476
2012-09-27,114.35010528564452,114.61099953540112,113.45674122405596,113.75716709893176,111830300,SPY,3,0.8323786468482546,-0.5524927084111446,0.009558072899122914,-0.2391932628340309,-0.299862744301105,0.12705972009715905,-0.5690587454255763,0.07523799942829805,-0.013327407871553626,0.7480043271802767,0.2972705818355193,0.2972798532146787,0.3044840974721213,0.11881769068805578,0.37834931098324126
2012-09-28,113.82044982910156,114.2868917823338,113.41725608258317,113.91531610749132,150696100,SPY,4,-0.49785467250944626,-0.745597359979262,-0.258214280902488,-0.26206123961345656,0.4951657498333681,-0.2456154435146679,-0.6858967978175364,-0.07091778595279316,-0.031080701830529977,0.5916813465631705,0.24237064743685688,0.18739019377959687,0.18305830746795806,0.049881735678198376,0.4446508662435739
2012-10-01,114.12086486816406,115.18024508662134,113.852056999528,114.2552627708017,135911200,SPY,0,0.19042261359487997,-0.5561500957718278,-0.2027381835675027,-0.2678822083334349,0.1913974305376794,-0.07389971921662788,-0.6963648491757528,-0.19801919689388847,-0.011565435963339359,0.5398183524736282,0.6737606076518857,0.2212543173669854,0.25192974643204824,0.09489714120268464,0.39035274600335945
2012-10-02,114.23941802978516,114.75329293952416,113.70972805814962,114.57146194946604,113422200,SPY,1,0.03891996321238973,-0.015430428373464774,-0.22125013720166703,-0.2712358572758551,-0.29571858435622556,-0.005167767760390046,-0.672483421392875,-0.3682363289511761,-0.013426926117422017,0.4703107207743703,0.5346093863544719,0.22357174221033566,0.2791085683048416,0.08820376962228445,0.4404937419610231
2012-10-03,114.70584106445312,114.9746367559614,113.94688710450554,114.54772666141037,121283100,SPY,2,0.3270584581875617,0.43678832470917595,-0.11751089007811948,-0.2713199391052924,-0.14430756422018529,0.261398756301898,-0.566284111812817,-0.6095547943134643,-0.013146890151120636,0.42899886299093404,0.5989053925571116,0.28614344527827107,0.3860380538053914,0.14372928934612414,0.5669676195749257
2012-10-04,115.528076171875,115.6940921029438,114.98257112879034,115.14068556045136,124311600,SPY,3,0.6191094931726049,0.33234735503227136,0.14904433546388232,-0.48946526792474243,-0.04138824392396659,0.6785823862996704,-0.3547350821046952,-0.627227794025126,-0.01320399730522855,0.46167062843867335,0.9251952612849312,0.40876176455821717,0.5745389863541013,-0.544276470751027,0.23578400207707453
2012-10-05,115.53601837158205,116.34241793949175,115.18815926137148,116.1447718144505,124842100,SPY,4,-0.05290632207020592,0.5528281315101647,0.1128888960012875,-0.4951243749852299,-0.048877831880232744,0.6824182427247579,-0.22628149943035808,-0.6311571839401016,-0.013415799885591972,0.5487442734274691,1.1757594687948285,0.39230552392739915,0.5763597697745021,-0.5423601509270967,0.13893147611369636
2012-10-08,115.14070892333984,115.52018604899652,114.8798146296508,115.10909085593526,78415400,SPY,0,-0.3832861867464049,0.26927285114595795,-0.08160426732175763,-0.5141529871674181,-1.0638994325393702,0.3327619530382273,-0.22105078528156938,-0.7076506819734636,-0.025660375599220835,0.5765723257455998,0.9450401943592299,0.3064135209118464,0.48573337962604973,-0.49194292992655236,0.1964560237769124
