date,close,high,low,open,volume,tic,day,ret_1d,ret_5d,rsi_14,sma_ratio,vol_20d,vol_ratio
2010-02-23,38.32919692993164,38.83261641541696,38.14692572767461,38.806575307228925,95814400,QQQ,1,-1.273244574736001,-0.3055517191328278,-0.8224600421876792,0.14515566547819744,0.5971161336621496,-0.5945689817232999
2010-02-24,38.71978759765625,38.87602103160744,38.46807780840018,38.528834887046486,86591000,QQQ,2,0.8962788150231141,-0.10011620290923968,-0.41265856934450795,0.5746005348702834,0.632119702623588,-0.7613572072877123
2010-02-25,38.71109771728515,38.79789589008433,38.04276999729609,38.311836055444175,97961300,QQQ,3,-0.07957676357243136,-0.39505599510423695,-0.422382721433361,0.5697661239653675,0.611452563256566,-0.4293253485269777
2010-02-26,38.8499755859375,38.936773767903965,38.537512063894496,38.702423643112645,66222400,QQQ,4,0.27759959094577225,-0.21216381009559643,-0.2735284999401476,0.6663413478196628,0.35513082671438023,-1.0822088245110388
2010-03-01,39.41414260864258,39.483581137352935,39.01488100159187,39.02355916217502,77290100,QQQ,0,1.3021113610723831,0.5414867576931783,0.2720249296774928,1.1716389897953918,0.25876641585432325,-0.6598953926475408
2010-03-02,39.535648345947266,39.79603615141682,39.44885351446094,39.55300797444665,76368500,QQQ,1,0.23030517399296627,1.2935292408472525,0.37858598900544277,1.1928732973819376,0.23070488327176922,-0.6197641330055546
2010-03-03,39.57908248901367,39.770035268690506,39.43153047636424,39.63116142283835,65735500,QQQ,2,0.044389775299432846,0.8704310791290873,0.4179386899317042,1.1434956124198954,0.21292704476310034,-0.879326238459009
2010-03-04,39.709259033203125,39.76133794193232,39.405473676479616,39.60510452675679,54470900,QQQ,3,0.24962845871616324,1.0341501081850484,0.5390952603909078,1.1959883617211855,0.208716831248069,-1.175530554782871
2010-03-05,40.30814743041992,40.394945602691,39.91756724374108,40.00436210500044,68136300,QQQ,4,1.3545965356869751,1.5695986166183324,1.0321708925427031,1.6728053039724229,-0.23496733741531303,-0.6718197455424785
2010-03-08,40.38625717163086,40.48173348917315,40.30814048555182,40.32550011701507,58712400,QQQ,0,0.123022288870199,0.9830694979628364,1.089931160124921,1.580866642740182,-0.24280099583385037,-0.7916777301556477
2010-03-09,40.611942291259766,40.83761095172835,40.27343764505078,40.299475445216935,98002800,QQQ,1,0.46505457706299314,1.0997105549767288,1.2554543289254638,1.6243659424071872,-0.3225962059419838,0.5467381971511421
2010-03-10,40.94175720214844,41.03723353150871,40.62061225785515,40.63797189146716,102578900,QQQ,2,0.7023895011095078,1.4281202424386104,1.4793068964504392,1.7850641530981188,-0.33539481578338154,0.7387271652769635
2010-03-11,41.09800338745117,41.09800338745117,40.77685834318545,40.846296899249715,67510300,QQQ,3,0.2990337892555447,1.4528973561029674,1.579298930084256,1.7407225166538762,-0.3643559778984875,-0.4330029091140365
2010-03-12,41.106685638427734,41.254237606330705,40.88101363797152,41.22819980282139,64068300,QQQ,4,-0.03875354145588924,0.7618777972158544,1.585016709896535,1.5674868594879536,-0.42832702115176347,-0.5119993323596311
2010-03-15,41.00252532958984,41.1240394768428,40.716096287340285,41.01988165547267,60150500,QQQ,0,-0.2959707382683106,0.5544400154770857,1.376404358000907,1.283302543369295,-0.4019861816866569,-0.6044172469416588
2010-03-16,41.26289749145508,41.32365454186189,40.99382818893137,41.13270192000565,74950600,QQQ,1,0.5364512279988501,0.589502032347651,1.5698250627771186,1.4085990709176346,-0.45431293466265654,-0.047363974016540134
2010-03-17,41.37574768066406,41.5753818578768,41.25423352828228,41.323672078793194,75643500,QQQ,2,0.1977085701995796,0.34209482521587675,1.6501455119783226,1.379656302334196,-0.45731635815594956,-0.008894982388107134
2010-03-18,41.514625549316406,41.55802298868202,41.314991368412315,41.41046772162409,77829400,QQQ,3,0.25595126379917743,0.32099744677549497,1.7482905954911654,1.384714907988165,-0.4635880546571545,0.04901206340466302
2010-03-19,41.26349639892578,41.66318412044156,41.11578370168605,41.637115224137496,86337100,QQQ,4,-0.6253462392111517,0.032841541348813175,1.205994349106732,0.9844285727991353,-0.4140125510844277,0.34849252299821193
2010-03-22,41.63711929321289,41.802210165940856,41.05496581340143,41.09840955876052,71902800,QQQ,0,0.7898505532709654,0.5643570990170792,1.5061950361012515,1.229657135311195,-0.40968701633991617,-0.17811687223231923
2010-03-23,41.92386245727539,41.96730621142037,41.506796451300865,41.69795294699393,59182600,QQQ,1,0.5867270280083192,0.589033518965645,1.7073945670984174,1.3370247226962266,-0.6198679735671696,-0.5893396109708524
2010-03-24,41.724021911621094,41.854353184598494,41.628443656043245,41.854353184598494,62995700,QQQ,2,-0.5051851193316854,0.24261006632933743,1.2991702570223094,0.9600941424258339,-0.5848317571651337,-0.4087976246515164
2010-03-25,41.66318893432617,42.22796426314684,41.6197451881931,42.071564125431486,76294800,QQQ,3,-0.1951589300816412,0.02207894302662147,1.175859850870748,0.7355881521939632,-0.5757579307525021,0.1401246716124745
2010-03-26,41.706634521484375,41.99336922480143,41.48072504289303,41.83696908018222,78067900,QQQ,4,0.03915896960880451,0.3484315467828175,1.215283045605041,0.6275815471964381,-0.5704039251425148,0.18402529575658846
2010-03-29,41.90648651123047,42.05419926059845,41.79353009283685,41.91517725124714,57993300,QQQ,0,0.39044108569024444,0.15383056123144723,1.394648370298429,0.7039191608508958,-0.6744250021768959,-0.5542501645582782
2010-03-30,42.04550552368164,42.184527523123805,41.75877409994601,42.036818098830345,49437300,QQQ,1,0.2522837641310561,-0.008778455977962611,1.5138325192715412,0.7152100991066698,-0.6743776588820365,-0.8493935754794273
2010-03-31,41.84565353393555,42.09763189510935,41.767453467176274,41.915166177519474,59947400,QQQ,2,-0.50391844381607,-0.008157585516532223,1.055843976949073,0.3858380539631476,-0.6256540765562235,-0.4243189344717981
2010-04-01,41.84565353393555,42.31485393449119,41.524165843723104,42.01943182835007,83728600,QQQ,3,-0.05854802094913501,0.05858229688894708,1.055843976949073,0.27307230636980667,-0.6196866370039857,0.4514697385914795
2010-04-05,42.23665237426758,42.33223059854324,41.82827389401527,41.94123027857243,56220300,QQQ,0,0.8169548779800585,0.4381708187798559,1.4384149436155116,0.5777368495951073,-0.7192465824643086,-0.599416532946959
2010-04-06,42.35831451416016,42.48864911540698,42.04551412280506,42.14109238844651,54097100,QQQ,1,0.21134921427046605,0.35037247529408355,1.544263551044737,0.5996956279613516,-0.7191821552235539,-0.6757273746421874
2010-04-07,42.25404739379883,42.46257877128994,42.0281345345459,42.297491154563936,77211500,QQQ,2,-0.28919150126835547,0.08503418659726139,1.2880192284048242,0.40538881820270695,-0.7095726548570319,0.2783872618867681
2010-04-08,42.34962463378906,42.41913398642582,41.91518040753354,42.1324025206613,68314300,QQQ,3,0.15339476760126156,0.40787804587547255,1.3828444248472713,0.43029977454274027,-0.7472475468425009,-0.008085581176033151
2010-04-09,42.60157775878906,42.618955916607625,42.25402454605193,42.3582901784186,54227300,QQQ,4,0.4988977923970148,0.6822906639071548,1.6175234503640683,0.6112090363654045,-0.7342055619067154,-0.5625546687707631
2010-04-12,42.6363525390625,42.74930895652913,42.52339612159587,42.61897437371793,44280600,QQQ,0,0.017936083344651178,0.2902822414685323,1.6486589198196067,0.5667772383241387,-0.7357421143219713,-0.9462546908271259
2010-04-13,42.85357666015625,42.87964225213241,42.45388878197244,42.592910796755774,59376000,QQQ,1,0.41882786595803934,0.3918642977042359,1.8375386876967374,0.6929238204692348,-0.7469112950174553,-0.3118574161019869
2010-04-14,43.3662109375,43.37489836130195,43.009966899800645,43.07947954839833,69004800,QQQ,2,1.0623162896141711,1.0585782170862346,2.1981570860085697,1.1076236556345322,-0.6751928890092324,0.10513032779499844
2010-04-15,43.55735778808594,43.60948894847687,43.331445044575936,43.331445044575936,72254200,QQQ,3,0.35445016391933537,1.1587210459749178,2.309157018111558,1.187925388863801,-0.6721036457967282,0.2498953709006411
2010-04-16,43.03605270385742,43.54869712719365,42.749321180050835,43.40098765134872,127388000,QQQ,4,-1.1799541031875418,0.3237903310631639,1.0995673456067712,0.5766689516476533,-0.5096370176745371,2.3844136621173924
2010-04-19,43.00996398925781,43.148985962499864,42.48863241823644,42.879629439229824,98251700,QQQ,0,-0.11534859503201629,0.2583516069253063,1.0455591586883355,0.45967406728859767,-0.5535837175991761,1.163422207185398
2010-04-20,43.227203369140625,43.3401598035049,42.94915931112597,43.24458153708487,69543700,QQQ,1,0.41471432212122483,0.25634343753739625,1.250627430166942,0.5981667537546205,-0.5858536182609194,0.00930835981440032
2010-04-21,43.47047805786133,43.60950004518681,43.20112482185013,43.522612546062994,74748700,QQQ,2,0.4687695711754909,-0.03143800045673926,1.461368270211037,0.7647688138077001,-0.5948719517801929,0.18602202977809432
2010-04-22,43.71377182006836,43.75721557241146,42.80143644813406,43.05341485208822,110477200,QQQ,3,0.46585964535111135,0.0226445607497423,1.6532816618787363,0.9077844163213699,-0.6236725287098455,1.4691085667567394
2010-04-23,43.896244049072266,43.939687807829,43.52262175758096,43.70508753308704,77205200,QQQ,4,0.3325728310668575,0.7699380114722687,1.7872119187601148,0.9761907527055278,-0.6344780917873137,0.1806308757678691
2010-04-26,43.800662994384766,44.00919766346691,43.70508474249487,43.93968500225749,67361000,QQQ,0,-0.26256998814629756,0.6968524791388935,1.560393386743609,0.7718231728251195,-0.6174805713849686,-0.1803174116499755
2010-04-27,42.87095642089844,43.8180449676324,42.75799999388987,43.626888447240425,112608000,QQQ,1,-2.04737815397261,-0.5166205128271627,-0.14487775023910532,-0.21162474844399345,-0.2545899480112398,1.420145370854429
2010-04-28,42.897010803222656,43.12292359820018,42.55814492530192,43.096854697520904,130082100,QQQ,2,-0.0016037439336195891,-0.7422592396735272,-0.11399164124805194,-0.22822535186921877,-0.2573760685314109,1.8242946997132858
2010-04-29,43.64426040649414,43.73115122819849,43.10555057011093,43.140306898792666,84180200,QQQ,3,1.573643573398204,-0.21349020058595827,0.650419860291089,0.4299946045730978,-0.13792870593199294,0.14587217804114372
2010-04-30,42.78407287597656,43.69640517384006,42.749316539122574,43.62689250013209,110897000,QQQ,4,-1.905257074474356,-1.295743849356477,-0.4491288520983467,-0.4781066103837299,0.08879768943228017,1.0165110060250648
2010-05-03,43.383602142333984,43.59213352172811,42.94915790162529,42.96653606899922,74169700,QQQ,0,1.2544399189348117,-0.5749815421481556,0.09492454952836679,0.0638390083657801,0.13330283953828626,-0.27645735206617417
2010-05-04,42.08025741577149,42.85356741329968,41.77614785984879,42.85356741329968,141136500,QQQ,1,-2.8734687194718287,-0.981604885833725,-1.0810839120450662,-1.2245878274187751,0.5101561037238989,1.7617560258213056
2010-05-05,41.863040924072266,42.14108493061574,41.3938404200754,41.63712809716444,128560200,QQQ,2,-0.5422154934214239,-1.239556973246254,-1.2375680034858971,-1.4226527098760253,0.5170413707396125,1.2346616958425534
2010-05-06,40.46413040161133,41.98468502190027,37.049398903455895,41.57630643465365,274356800,QQQ,3,-3.189609814167095,-3.461891981000611,-2.056611739515418,-2.7324220259173266,0.8602186258939971,4.91697917187
2010-05-07,39.45621109008789,40.66396509839775,38.47436654427426,40.16001169073142,288200400,QQQ,4,-2.392479108407462,-3.68603087026992,-2.484649415207945,-3.5970315807930735,0.9827465961326116,4.449548154692164
2010-05-10,41.50680923461914,41.53287483222464,41.10712127011541,41.21138697508442,136041600,QQQ,0,4.811100944967959,-2.1126478665974204,-0.9745012053241222,-1.4797654535332123,1.7413737133780192,0.48428279706481475
2010-05-11,41.463348388671875,42.04550192572374,41.01152610051213,41.08972617566565,113016100,QQQ,1,-0.15665757473119807,-0.809173124708647,-0.9965708414998513,-1.4555206015138609,1.7320431668853358,-0.13417084833884502
2010-05-12,42.24533462524414,42.28009094155209,41.619737504424826,41.68924682249597,85462400,QQQ,2,1.7085767412006336,0.27518119894497783,-0.5363508600529421,-0.6107905472646545,1.7840912112402623,-0.7988012146779598
2010-05-13,41.57630157470703,42.393058653727714,41.47203591243367,42.06288018955881,102844300,QQQ,3,-1.5424365998612644,1.1116505314255842,-0.8995572532119227,-1.1886393762446916,1.8209041444302796,-0.4218454777874782
2010-05-14,40.77693557739258,41.289579899921485,40.29904758865631,41.26351430685022,147386100,QQQ,4,-1.8600398256090398,1.384550052893038,-1.2890900201685085,-1.887861934189479,1.8633256748463052,0.581276586955739
2010-05-17,40.90728759765625,41.07237528167621,40.02970802556341,40.85515307475887,120969600,QQQ,0,0.24097875750098754,-0.7993122735235335,-1.2057848813395722,-1.6523697051983026,1.8694783372635788,-0.05104923172548085
2010-05-18,40.34248733520508,41.341710287785254,40.160021572765736,41.25481946194788,153072100,QQQ,1,-1.352227472021809,-1.3730501129988009,-1.4762609987651671,-2.0866043084732753,1.8825839076039508,0.5643963216305375
2010-05-19,40.02098846435547,40.51625443333293,39.57785366187342,40.194763438733744,159000300,QQQ,2,-0.8052533566929747,-2.5407252884612666,-1.6240602745981583,-2.2469889918861488,1.8682194881700673,0.582201787432757
2010-05-20,38.53519058227539,39.343256878431745,38.44830308755672,39.23899122186025,189289800,QQQ,3,-3.537147263784888,-3.474676253416907,-2.209119015918283,-3.5250214907515445,2.0633728619039564,1.1092509927674696
2010-05-21,38.960960388183594,39.656070523768506,37.787962241543205,37.93567169524087,190631100,QQQ,4,0.9767129044244407,-2.170709206196242,-1.9060259217957842,-2.846741263622861,2.101509016143606,0.9778965685413127
2010-05-24,38.80455017089844,39.38670703784179,38.78717200767893,38.943572162108744,113038000,QQQ,0,-0.43470397429769864,-2.4837305837229735,-1.9671059737689043,-2.765072810221673,2.0994999978021047,-0.5968909616077753
2010-05-25,38.83930587768555,38.89143705196662,37.56203907506848,37.953039454904896,155643000,QQQ,1,0.025374002258399083,-1.8391966463402791,-1.9402149687228252,-2.529573224337814,2.0549321588602814,0.1894757752775487
2010-05-26,38.40486526489258,39.59524136181331,38.3353526067576,39.10866269850638,140203200,QQQ,2,-1.1066207769681211,-1.9814564346560077,-2.122605513802958,-2.7635525509080803,2.0563054521253776,-0.11675216678136982
2010-05-27,39.85591506958008,39.87329323754483,39.17818309168759,39.273761358220455,110671600,QQQ,3,3.481658089251309,1.421012291085026,-1.0828319536082485,-1.0368362610100388,2.319405820800944,-0.7016937443493196
2010-05-28,39.621307373046875,39.96017661324266,39.27375402231075,39.925420283805245,128535300,QQQ,4,-0.6100942819334793,0.6314443643011575,-1.199622178265762,-1.1213315669036517,2.271955194680293,-0.37711038660597207
2010-06-01,39.256370544433594,40.18608068650366,39.21292679578973,39.47359260219848,104242700,QQQ,1,-0.9215690256246001,0.3896439961374923,-1.3806085330890259,-1.2954564585919008,2.2119390131728456,-0.8554171825724033
2010-06-02,40.18608093261719,40.21214651905403,39.21292703594333,39.48228026791224,97249300,QQQ,2,2.160516926543007,1.4393503957405551,-0.7832698072338258,-0.1998981370842492,2.216861634680721,-0.9589350691178995
2010-06-03,40.56840515136719,40.63791782625558,40.03838592080369,40.29905182254161,98928400,QQQ,3,0.8328848190409419,2.4264992697831196,-0.5601648171372975,0.2801242374573885,2.239309238682999,-0.9079877408903652
2010-06-04,39.178165435791016,40.220831841965754,39.04783089206475,39.70818771894498,112849900,QQQ,4,-3.2695031030582835,-0.916034750925265,-1.2726719122596266,-1.1448918583594907,2.2501892163993413,-0.5142501279004764
2010-06-07,38.46568298339844,39.49965880116105,38.42223923408071,39.378014977253166,88436600,QQQ,0,-1.7625204009531787,-1.4703165214445835,-1.5770002430231826,-1.859808853677831,2.196169333814588,-0.8687269271931972
2010-06-08,38.39616012573242,38.64813844515393,37.87482864341768,38.535182075319334,133030100,QQQ,1,-0.2278985825040064,-1.1397044533078797,-1.6061624823677842,-1.7731933731034726,1.5521043917686972,0.1100222431839947
2010-06-09,38.074676513671875,39.02176468114484,37.961720131896634,38.6655206905107,101949200,QQQ,2,-0.8430671167813845,-2.535603905545346,-1.7444009985856974,-1.9448212310370194,1.5549191610140127,-0.560801748086173
2010-06-10,39.160789489746094,39.20423323526271,38.43961403344334,38.54387968559229,76892300,QQQ,3,2.614281468226236,-1.7223781451543925,-1.0318544708825426,-0.5998562485792243,1.6805924343651222,-1.1061273417441662
2010-06-11,39.5344123840332,39.56916870689467,38.76110243036509,38.76110243036509,74346800,QQQ,4,0.8354046283290923,0.27340316519728436,-0.8118270552457704,-0.08105391702539007,1.6785960251406369,-1.1435707038162997
2010-06-14,39.52573776245117,40.17740411171558,39.456225094214,39.89935675331336,68085000,QQQ,0,-0.07910729257350607,1.1149819006538615,-0.8165986976066751,-0.021844179478871954,1.6087170301061564,-1.2334723519033501
2010-06-15,40.58575820922851,40.63789268313863,39.490960773473915,39.734248355965,76332600,QQQ,1,2.4543029432090178,2.458012181765435,-0.2143443212031571,1.156296823278066,1.780725324310203,-1.0102475109774132
2010-06-16,40.750858306884766,40.95938962079167,40.403301697645965,40.47281434531192,78399700,QQQ,2,0.322610945362734,3.0624035781736505,-0.12820399767283633,1.3138827441798453,1.7395503546345692,-0.9018653683056747
2010-06-17,40.88120651245117,40.99416295450509,40.52496233170897,40.97678478537781,77111900,QQQ,3,0.2411616594043824,1.861226060484935,-0.057779949045788315,1.407650517329883,1.7225335960455364,-0.8639917518332093
2010-06-18,40.91514587402344,41.21112791317926,40.793271502752376,40.95867196078774,75921400,QQQ,4,0.019239949077277687,1.4507116364837704,-0.03847734444998564,1.310017614228823,1.3483174987057485,-0.7909913623237311
2010-06-21,40.56693649291992,41.50711604500646,40.33189492572633,41.4374716392987,95488100,QQQ,0,-0.8559711671048016,1.05955450355477,-0.29774061660312867,0.8408910294241128,1.3622273684799333,-0.15253266215061925
2010-06-22,40.2535285949707,41.03700788319333,40.175180334065786,40.74102593319993,94493400,QQQ,1,-0.7824340560232607,-0.5140955812934948,-0.5246968366354476,0.42008221483751673,1.3773345353954105,-0.15568575537628873
2010-06-23,40.088130950927734,40.45375733092478,39.774737859738,40.29706078532991,92397600,QQQ,2,-0.4435454566152849,-0.8822133996668774,-0.6442923610167192,0.17212522517614595,1.386167402702914,-0.1293793269886197
2010-06-24,39.478763580322266,40.03590880733768,39.34818531402511,39.91403110963487,114145900,QQQ,3,-1.4828296128548646,-1.7045116677099232,-1.0625055667104426,-0.5460707457679008,1.4163466912132632,0.5452210915457235
2010-06-25,39.48661804199219,39.8267938047476,39.2074992967899,39.69595543721495,88740300,QQQ,4,-0.03990632775697563,-1.7322710027902053,-1.056041930852547,-0.5177165286013508,1.0432797748532143,-0.16957629636800828
2010-06-28,39.3470573425293,39.730844772400886,39.08538394364604,39.48661671042422,71350000,QQQ,0,-0.3897139677536661,-1.5115185762686225,-1.1541626672779612,-0.6541332154428203,1.0372633058009804,-0.6191176307919014
2010-06-29,37.829345703125,38.78009492157592,37.56767230840666,38.74520424831807,136384200,QQQ,1,-3.6727255435706354,-2.8857255701068922,-2.0250222006507927,-2.224404775965758,1.4015451738817415,1.2989589760611495
2010-06-30,37.2536506652832,38.091006584237974,37.19259367081921,37.7072192865562,101313200,QQQ,2,-1.4844712053772555,-3.3635132882449583,-2.278310100145391,-2.699126246747471,1.2617909270288936,0.23749534287811638
2010-07-01,37.148983001708984,37.47171331356606,36.43374105253561,37.36704465273396,158695000,QQQ,3,-0.3218027406582768,-2.8306083122007415,-2.323029249613314,-2.637308656743172,1.213339121145795,1.8110010548092195
2010-07-02,37.04433059692383,37.34961571138341,36.71287581025472,37.21005632657928,78565300,QQQ,4,-0.32250597744217036,-2.9599298374237795,-2.3695995901898947,-2.6416066375281444,0.94279961125712,-0.47709424517251303
2010-07-06,37.1577033996582,37.82933367317956,36.8524184241288,37.59382669461831,88591900,QQQ,1,0.22821266188092618,-2.67695448238775,-2.2482770183451875,-2.449207334524566,0.8726431567773371,-0.18048510067159518
2010-07-07,38.34397506713867,38.38758674910303,37.244945375789776,37.27983605230448,72448400,QQQ,2,2.9328056850716555,0.4789946370044159,-1.1491151399760777,-1.1430290566460062,1.1839867419435672,-0.5870338815936391
2010-07-08,38.553321838378906,38.71032657993237,38.099752954708734,38.64926955014587,78264600,QQQ,3,0.45301790270762254,1.4489902593987796,-0.983490999503007,-0.9388674570824749,1.1698664666307677,-0.3776074429827403
2010-07-09,38.91965866088867,38.928382993862414,38.4486478284084,38.53587119399708,47851200,QQQ,4,0.8317824651762068,2.0313170374249427,-0.699405359397025,-0.5234370172214453,0.9653915497411674,-1.2957349785261598
2010-07-12,39.03303527832031,39.27726326111767,38.78008296621922,38.884754953723835,60927500,QQQ,0,0.21440439779621506,2.30569629488224,-0.6119873195712141,-0.371449169888357,0.9391309281659067,-0.8691952084574722
2010-07-13,39.5389518737793,39.6872322432708,39.076658774056625,39.373222840397354,93310500,QQQ,1,1.155900403122222,2.7797062762321025,-0.23473428924799478,0.1838989818399777,0.9909288611636154,0.1166317599037923
2010-07-14,39.739559173583984,39.95762083938587,39.46044050754613,39.61744184575508,87687100,QQQ,2,0.4168463705735141,1.517780412242317,-0.09236666845261139,0.4516391983099727,0.7707695780417843,-0.07669999864219955
2010-07-15,39.774444580078125,39.896561901977634,39.242376936335845,39.66105491506377,95992500,QQQ,3,0.023705257430799657,1.3025334004914648,-0.06679877232260922,0.544715002535224,0.7634780587234464,0.15250486860856333
2010-07-16,38.6754150390625,39.800613970887014,38.6405243758997,39.6348849845421,98831900,QQQ,4,-2.6475817979359664,-0.42703287439518794,-0.9654379051343218,-0.5454610361635457,0.961826469167983,0.2038371895054853
2010-07-19,39.00688171386719,39.08538406651472,38.46608625013626,38.78881999288601,81800800,QQQ,0,0.7444923199094401,-0.1715553043832498,-0.6989472615860938,-0.07344239091045286,0.994815680760626,-0.32226380843340724
2010-07-20,39.477901458740234,39.477901458740234,38.2567575406196,38.3788715996958,89061200,QQQ,1,1.0728889184860373,-0.21138953842861316,-0.34370138330819294,0.5095764110788639,1.0375458260715198,-0.09260661683904915
2010-07-21,38.93709945678711,39.91401501231028,38.8673214379286,39.89657300311394,83577000,QQQ,2,-1.3421095916379397,-1.0613293820760932,-0.7581507320669947,-0.01685028525600004,1.0696202515436553,-0.24424630980490153
2010-07-22,39.922733306884766,40.10590432196545,39.46044360386479,39.48660994105997,82890300,QQQ,3,2.3132870577421163,0.02889990832660843,-0.07883311845776354,1.0876304834519344,1.2553337601383712,-0.25194311336912534
2010-07-23,40.17570114135742,40.21058849527751,39.58257286905528,39.65235090425398,81056100,QQQ,4,0.5351662792774682,1.6269476798118954,0.07503590346858675,1.328602671239201,1.1984455403725338,-0.2619491028031023
2010-07-26,40.50714874267578,40.524594081640295,40.04485890586972,40.22802997395987,64850900,QQQ,0,0.7144598031125551,1.611901849177585,0.27275687196028464,1.637465840420092,1.2116942568920228,-0.7422581603818709
2010-07-27,40.48968505859375,40.75136169714254,40.30651407349493,40.68158037290108,67655600,QQQ,1,-0.09894386302915693,1.0270505380475319,0.2569942903202395,1.5521299920765679,1.2058553663555849,-0.6485984647064471
2010-07-28,40.16694641113281,40.62923926983912,40.01866611894723,40.44606499542236,51988200,QQQ,2,-0.805407762423298,1.2985169398067997,-0.03840150148283068,1.0615242686471977,0.7394310168195487,-1.063595456904011
2010-07-29,39.87040710449219,40.48098063218521,39.469174307884046,40.402478273948134,85669500,QQQ,3,-0.7502928557188661,-0.2007534761131387,-0.3000577281179572,0.5870297798469359,0.66295587317575,0.09043395164222888
2010-07-30,39.9576301574707,40.20185821536836,39.31216601213838,39.53895206077855,98958100,QQQ,4,0.1464327337061739,-0.3884003931910467,-0.23251452979168827,0.5257669181999332,0.6495893484566572,0.6648047065662714
2010-08-02,40.70774841308594,40.81242040383804,40.306515763939984,40.463520422711326,68706800,QQQ,0,1.7004383978792614,0.0846830439999891,0.30239535242604193,1.1408283116368922,0.7037927683361265,-0.38025240818730754
2010-08-03,40.53331756591797,40.73393396877116,40.341422168685305,40.681597952973675,60856600,QQQ,1,-0.4600416722911037,-0.09190436950861117,0.13242331941489308,0.7620933458278096,0.7293575081457413,-0.6187200826173576
2010-08-04,40.94327926635742,40.9868942849383,40.559491725300504,40.71649647558714,43820600,QQQ,2,0.8891361104929872,0.7398562619631055,0.40921216211533645,1.0620408718502707,0.4670760998637912,-1.200611128947886
2010-08-05,40.847320556640625,40.925819576905546,40.57692284208363,40.74264854157222,39150200,QQQ,3,-0.27814898894530893,0.9756914010202413,0.30870701779660187,0.8308490087609196,0.47639296497485195,-1.3336705235565174
2010-08-06,40.786258697509766,40.8647610422067,40.16696427121032,40.40247130530113,71339200,QQQ,4,-0.19861601964849637,0.8041193582038315,0.24193997195749117,0.6620436235427529,0.4655524071119286,-0.16735592542706748
2010-08-09,41.06537628173828,41.16132062387188,40.81242393987317,40.99559494852428,26927600,QQQ,0,0.5826701222165857,0.25937746492773317,0.4506163429722132,0.8504977177173231,0.47252350859550685,-1.7851624949379994
