date,close,high,low,open,volume,tic,day
2010-01-04,84.79637145996094,84.84126314956657,83.43460169303377,84.07807588374169,118944600,SPY,0
2010-01-05,85.02082061767578,85.05823415808409,84.43720592173675,84.7439809692715,111579900,SPY,1
2010-01-06,85.08069610595703,85.29019827149394,84.87119394042013,84.93853147569733,116074400,SPY,2
2010-01-07,85.43983459472656,85.54458566258876,84.68412556928773,84.92355739704493,131091100,SPY,3
2010-01-08,85.72418212890625,85.76159568155796,85.04329999699722,85.21538863877906,126402800,SPY,4
2010-01-11,85.84387969970703,86.14316521287482,85.47724524161757,86.10575737798148,106375700,SPY,0
2010-01-12,85.04327392578125,85.45479433625928,84.71405303059488,85.27522189729622,163333500,SPY,1
2010-01-13,85.76161193847656,86.00104387871671,84.82633002995914,85.26029649704533,161822000,SPY,2
2010-01-14,85.99353790283203,86.15066453802048,85.61194138394222,85.66431692900504,115718800,SPY,3
2010-01-15,85.0283203125,85.92618836456947,84.69909936277179,85.84388883564327,212283100,SPY,4
2010-01-19,86.0908203125,86.14319586679264,84.99092796384718,85.01337952297884,139172700,SPY,1
2010-01-20,85.21534729003906,85.63435147559424,84.53446548851188,85.5071545919084,216490200,SPY,2
2010-01-21,83.5767822265625,85.49972144487047,83.47203111805601,85.23784367360426,344859600,SPY,3
2010-01-22,81.71367645263672,83.60668536583269,81.62388737022818,83.20264305775247,345942400,SPY,4
2010-01-25,82.13267517089844,82.61154453602265,81.86331935899211,82.4618960755135,186937500,SPY,0
2010-01-26,81.78850555419922,82.65644964056212,81.5864872353422,81.81095139979378,211168800,SPY,1
2010-01-27,82.17760467529297,82.36466104264535,81.05526647117863,81.68377312539916,271863600,SPY,2
2010-01-28,81.23481750488281,82.49183618944313,80.7409917940765,82.4469444998714,316104000,SPY,3
2010-01-29,80.3519058227539,82.15513134087391,80.22470890554776,81.58647857597437,310677600,SPY,4
2010-02-01,81.60143280029297,81.60891665015306,80.43420339633285,80.92055088415118,187865000,SPY,0
2010-02-02,82.58910369873047,82.74623032126817,81.46676578759902,81.75109504519604,216327900,SPY,1
2010-02-03,82.17760467529297,82.66395237211063,81.9381727534222,82.21501252365906,172730700,SPY,2
2010-02-04,79.64110565185547,81.57900650917098,79.62613794854836,81.54159866791566,356715700,SPY,3
2010-02-05,79.80573272705078,79.97033753810307,78.24942235295039,79.7309056119728,493585800,SPY,4
2010-02-08,79.22956848144531,80.30701463030229,79.1697090935076,79.8655587798935,224166900,SPY,0
2010-02-09,80.2247085571289,80.92055823621249,79.51389117696525,80.15736531927934,337820500,SPY,1
2010-02-10,80.06761169433594,80.5090619956187,79.3942076081773,80.09754139911048,240511500,SPY,2
2010-02-11,80.90562438964844,80.99541350818451,79.49896245029657,79.96286433330462,223591600,SPY,3
2010-02-12,80.83826446533203,80.8831561579253,79.69348063615436,80.05262559391284,304622100,SPY,4
2010-02-16,82.1102523803711,82.19255762963103,80.67366100720871,81.45181609479833,159317500,SPY,1
2010-02-17,82.49934387207031,82.61157883692664,82.11026342170268,82.50682201682194,168845100,SPY,2
2010-02-18,82.98566436767578,83.15775297665016,82.33470635178061,82.36463604649475,193708600,SPY,3
2010-02-19,83.15776062011719,83.47949773223486,82.57414579081214,82.76868597008253,222684900,SPY,4
2010-02-22,83.1727523803711,83.48700573189204,82.92583658624419,83.46455987942736,132346900,SPY,0
2010-02-23,82.16261291503906,83.20264555635559,81.9456269074147,82.94825171131673,207497000,SPY,1
2010-02-24,82.91829681396484,83.05297754643435,82.2000014769621,82.40950357002491,176350700,SPY,2
2010-02-25,82.80607604980469,82.86593543189599,81.5116497359834,81.73611385606846,259634700,SPY,3
2010-02-26,82.85847473144531,83.14280402156395,82.3870948099157,82.88092057887437,173589300,SPY,4
2010-03-01,83.71894073486328,83.80124598670935,83.18021752587335,83.20266337483011,147709700,SPY,0
2010-03-02,83.95087432861328,84.35491666577738,83.80123155566622,84.07807696497474,160992400,SPY,1
2010-03-03,84.02572631835938,84.52703603561427,83.8162183822532,84.16788528222553,150785000,SPY,2
2010-03-04,84.28009796142578,84.39981675039803,83.82368006835462,84.13793332664773,135770400,SPY,3
2010-03-05,85.48472595214844,85.55206347758632,84.62426586213259,84.82628985545628,176118800,SPY,4
2010-03-08,85.49968719482422,85.6867434862974,85.35004444504766,85.49220905328887,114631200,SPY,0
2010-03-09,85.6418685913086,86.03842709360772,85.20041839697745,85.24531008900948,154556700,SPY,1
2010-03-10,86.0234603881836,86.25540839565495,85.60445606281446,85.6792774482724,186088800,SPY,2
2010-03-11,86.3825912475586,86.40504279719319,85.55954472460772,85.82142238529597,160791100,SPY,3
2010-03-12,86.39009857177734,86.77169510018658,86.15066668715922,86.75672739636308,162074800,SPY,4
2010-03-15,86.41254425048828,86.47240364865269,85.74662414430193,86.24045561639863,146816800,SPY,0
2010-03-16,87.10092163085938,87.1832211731057,86.41254992378745,86.65198182365823,168673000,SPY,1
2010-03-17,87.6171646118164,87.90149382449385,87.10837127747799,87.36277079889965,177468100,SPY,2
2010-03-18,87.57228088378906,87.74436948851027,87.22061411522124,87.62465642111796,196509100,SPY,3
2010-03-19,87.12902069091797,88.12074509819351,86.79092930742907,87.12902069091797,226641100,SPY,4
2010-03-22,87.59481811523438,87.75259751725838,86.5805555325873,86.63314675592416,184477800,SPY,0
2010-03-23,88.21092224121094,88.28605176467404,87.43707152669683,87.72257174067794,182941600,SPY,1
2010-03-24,87.78265380859375,88.22592764999402,86.836011690646,87.88032732775712,196072600,SPY,2
2010-03-25,87.63990020751953,88.78188351117642,87.53471776107797,88.3761773326104,223396300,SPY,3
2010-03-26,87.58731842041016,88.21841316704968,87.24171809743889,87.80519800637305,205808500,SPY,4
2010-03-29,88.1432876586914,88.30106135251073,87.66996657723341,88.0305905253878,134513500,SPY,0
2010-03-30,88.20338439941406,88.52644642425504,87.83524581873927,88.24846095524788,145772500,SPY,1
2010-03-31,87.90287017822266,88.29354707915067,87.60986106952306,87.86530255628092,161078700,SPY,2
2010-04-01,88.50389862060547,88.8419842169981,87.9779806870898,88.50389862060547,161215200,SPY,3
2010-04-05,89.22517395019531,89.2852741222208,88.59407342180447,88.84200597695853,105847600,SPY,0
2010-04-06,89.4355239868164,89.59329765963325,88.87204412732186,88.96971190610937,110384200,SPY,1
2010-04-07,88.92465209960938,89.67595872043607,88.51143116534884,89.2552288470178,184576300,SPY,2
2010-04-08,89.23268127441406,89.3829460317948,88.35365393879074,88.61661009918903,158704000,SPY,3
2010-04-09,89.81867980957031,89.85624168927389,89.25520002590177,89.42048261422048,133006500,SPY,4
2010-04-12,89.9614486694336,90.1943576080006,89.82621325517397,89.93139571826319,110279000,SPY,0
2010-04-13,90.02906799316406,90.18684168560836,89.40548216206457,89.87129430071978,125043600,SPY,1
2010-04-14,91.05082702636719,91.05082702636719,90.21687644021098,90.35962076248089,161609000,SPY,2
2010-04-15,91.12598419189453,91.33634913660029,90.8705369504555,90.90058990427272,144615300,SPY,3
2010-04-16,89.67594146728516,91.12596319578518,89.21764405819356,90.80290118170444,366786700,SPY,4
2010-04-19,90.01405334472656,90.10421221170314,89.00730512422321,89.413011427595,217947800,SPY,0
