date,close,high,low,open,volume,tic,day,ret_1d,ret_5d,sma_ratio,vol_20d,vol_ratio,rsi_14,macd_hist,bb_width,obv_ret,adx,adx_di_diff,sma_200_dist,drawdown_60d,vol_regime,ret_20d
2010-10-18,44.851051330566406,45.21825466014627,44.851051330566406,45.025909900121114,72399400,QQQ,0,-0.4086943393417178,1.276907621974237,1.2494929712680123,0.15068196483185445,-0.32705527745709695,1.4644072172029934,0.4942170024884786,0.18504981756012842,-0.052470771971326324,0.43576522071832324,1.1458586192413212,0.9467541602769369,0.5360690253152279,-0.23139754321747866,0.9504634344647578
2010-10-19,44.431400299072266,44.85105893607627,44.081683100660406,44.431400299072266,105739800,QQQ,1,-0.9450795655352106,0.5110775893976554,0.7365738825839769,0.20803414646571294,0.7574317638642484,0.8737763037022368,0.2955356788062414,0.22188919728802006,-0.07378513242072765,0.33910518361746383,0.385076626364506,0.7432669659221682,0.2886179055184684,-0.13448383927647245,0.7113416715073261
2010-10-20,44.75487518310547,45.08710610377736,44.475102829429,44.55378901234735,80861400,QQQ,2,0.6297220498771209,0.46915348736690476,0.9489618028839073,0.2080621514576433,-0.0656330999668207,1.0825149708541932,0.238756283016715,0.26856234367520876,0.03052320878730455,0.28970915754571125,0.5404495973129425,0.8806358703433648,0.4793578686615359,-0.14104774969439712,0.9694059701382121
2010-10-21,44.84231948852539,45.20951956144915,44.40517463876823,45.034660954516184,85885400,QQQ,3,0.12553247744923587,0.6537027675051803,0.9187348398359536,0.20426254079172654,0.10233936589261203,1.137957272672635,0.1775465073342457,0.2895028438345531,0.024136428042203825,0.26461492273490617,0.576425125511986,0.9086202780845523,0.5309202137342226,-0.1252912949973288,1.0312495931991035
2010-10-22,45.14830017089844,45.19201397008136,44.77235549465691,44.85104166724581,47406900,QQQ,4,0.5864786701212692,-0.009079131303247716,1.135525927762505,0.06563534192982877,-1.1631042356272514,1.3285579328480714,0.20743743569437575,0.42465238146379813,-7.226169036489151e-06,0.2413131332677297,0.5399765318155195,1.0361515832991262,0.634017911420455,-0.39267837157324725,0.6840879137553858
2010-10-25,45.36688232421875,45.664140892229995,45.331909943241,45.331909943241,51413900,QQQ,0,0.3988627120205652,0.3877795407582859,1.2409478906781406,0.04042995425477786,-1.033566455143052,1.4581186942360722,0.2555010415635319,0.5511664577347016,-4.696244530298774e-05,0.29990428176950934,0.9017020999181679,1.1237242559782967,0.634017911420455,-0.445883089410382,0.9513041892216113
2010-10-26,45.48928451538086,45.59420166337182,44.955967352785045,45.13957069419424,60498300,QQQ,1,0.19597662977525804,0.9565667906778339,1.2431055055739701,0.036087798767852446,-0.6643515505368988,1.5300986650409365,0.27153982043738717,0.659190458365702,0.0016963037845622502,0.249763293016386,0.4998001772083615,1.166366158895717,0.634017911420455,-0.38974016127904987,1.0324039923045212
2010-10-27,45.62917709350586,45.66414948106146,45.165804631420706,45.25323226515926,57483400,QQQ,2,0.23168466360430612,0.7590579651490091,1.2518288515153495,0.02667288445871726,-0.7389218866376781,1.61304339098402,0.27311299440120546,0.7444644100226205,-0.0012837807781893036,0.21598665329463726,0.5205330867668784,1.2153090154610915,0.634017911420455,-0.400326617355862,1.1556652673461993
2010-10-28,45.72533416748047,45.85647890928736,45.32316185082501,45.82150653345228,61220000,QQQ,3,0.14006327976658398,0.7662763169989028,1.2025895187254658,-0.0008553218622730661,-0.5155813725310135,1.6707788135352877,0.24700085389543455,0.7772166557671766,-0.0015816734386675595,0.22001981316428001,0.6449637580269243,1.2451901458845736,0.634017911420455,-0.44217667076067646,1.3294250653702104
2010-10-29,45.62042236328125,45.89145328509078,45.611677601366715,45.72533616020935,46668700,QQQ,4,-0.27659465587676757,0.3395424966325631,0.9584262531255858,0.004435530552200088,-1.0200669371778557,1.4739947399687583,0.12098889224820172,0.7404123511894872,-0.03474902334220883,0.23029883813059446,0.6483694806183826,1.1834207869247375,0.5731137858990799,-0.43093706189570086,1.3009863275837152
2010-11-01,45.65540313720703,46.118775549412824,45.44557216961096,45.78654457369825,60555600,QQQ,0,0.013167510957781625,0.1501954711453674,0.8279940253681918,-0.09673390832500799,-0.4753329918183053,1.4988359109723959,-0.0038967851443274812,0.5537307841664069,-0.0021519937649611453,0.2823511093835853,0.7859331491305517,1.184386645938197,0.5934210664979819,-0.641653783195017,1.610930294602449
